Modifica les dades a Wikidata;
Escut de Sant Joan les Fonts.svg;
Sant Joan les Fonts;Garrotxa
Modifica les dades a Wikidata;
Escut de Sant Jordi Desvalls.svg;
Sant Jordi Desvalls;Gironès
Modifica les dades a Wikidata;
Sant Julià de Ramis;Gironès
Modifica les dades a Wikidata;
Escut de Sant Julià del Llor i Bonmatí.svg;
Sant Julià del Llor i Bonmatí;Selva
Modifica les dades a Wikidata;
Escut de Sant Llorenç de la Muga.svg;
Sant Llorenç de la Muga;Alt Empordà
Modifica les dades a Wikidata;
Escut de Sant Martí de Llémena.svg;
Sant Martí de Llémena;Gironès
Modifica les dades a Wikidata;
Escut de Sant Martí Vell.svg;
Sant Martí Vell;Gironès
Modifica les dades a Wikidata;
Escut de Sant Miquel de Campmajor.svg;
Sant Miquel de Campmajor;Pla de l'Estany
Modifica les dades a Wikidata;
Escut de Sant Miquel de Fluvià.svg;
Sant Miquel de Fluvià;Alt Empordà
Modifica les dades a Wikidata;
Escut de Sant Mori.svg;
Sant Mori;Alt Empordà
Modifica les dades a Wikidata;
Escut de Sant Pau de Segúries.svg;
Sant Pau de Segúries;Ripollès
Modifica les dades a Wikidata;
Escut de Sant Pere Pescador.svg;
Sant Pere Pescador;Alt Empordà
Modifica les dades a Wikidata;
Escut de Santa Coloma de Farners.svg;
Santa Coloma de Farners;Selva
Modifica les dades a Wikidata;
Escudo de Santa Cristina de Aro (Gerona).svg;
Santa Cristina d'Aro;Baix Empordà
Modifica les dades a Wikidata;
Escut de Santa Llogaia d'Àlguema.svg;
Santa Llogaia d'Àlguema;Alt Empordà
Modifica les dades a Wikidata;
Escut de Santa Pau.svg;
Santa Pau;Garrotxa
Modifica les dades a Wikidata;
Escut de Sarrià de Ter.svg;
Sarrià de Ter;Gironès
Modifica les dades a Wikidata;
Escut de Saus, Camallera i Llampaies.svg;
Saus, Camallera i Llampaies;Alt Empordà
Modifica les dades a Wikidata;
Escut de Serinyà.svg;
Serinyà;Pla de l'Estany
Modifica les dades a Wikidata;
Escut de Serra de Daró.svg;
Serra de Daró;Baix Empordà
Modifica les dades a Wikidata;
Escut de Setcases.svg;
Setcases;Ripollès
Modifica les dades a Wikidata;
Escut vila Sils.png;
Sils;Selva
Modifica les dades a Wikidata;
Escut de Siurana.svg;
Siurana;Alt Empordà
Modifica les dades a Wikidata;
Escut de Susqueda.svg;
Susqueda;Selva
Modifica les dades a Wikidata;
Escut de Terrades.svg;
Terrades;Alt Empordà
Modifica les dades a Wikidata;
Escut de Torrent.svg;
Torrent;Baix Empordà
Modifica les dades a Wikidata;
Escut de Torroella de Fluvià.svg;
Torroella de Fluvià;Alt Empordà
Modifica les dades a Wikidata;
Escut de Torroella de Montgrí.svg;
Torroella de Montgrí;Baix Empordà
Modifica les dades a Wikidata;
Escut de Tortellà.svg;
Tortellà;Garrotxa
Modifica les dades a Wikidata;
Escut de Toses.svg;
Toses;Ripollès
Modifica les dades a Wikidata;
Escut de Tossa de Mar.svg;
Tossa de Mar;Selva
Modifica les dades a Wikidata;
Escut d'Ullà.svg;
Ullà;Baix Empordà
Modifica les dades a Wikidata;
Escudo de Ullastret.svg;
