Modifica les dades a Wikidata;
Escut de Lliçà de Vall.png;
Lliçà de Vall;Vallès Oriental
Modifica les dades a Wikidata;
Escut de Llinars del Vallès.svg;
Llinars del Vallès;Vallès Oriental
Modifica les dades a Wikidata;
Escut de Lluçà.svg;
Lluçà;Osona
Modifica les dades a Wikidata;
Escut de Malgrat de Mar.svg;
Malgrat de Mar;Maresme
Modifica les dades a Wikidata;
Escudo de Malla.svg;
Malla;Osona
Modifica les dades a Wikidata;
Blasó de Manlleu.svg;
Manlleu;Osona
Modifica les dades a Wikidata;
Escut de Manresa.svg;
Manresa;Bages
Modifica les dades a Wikidata;
Escut de Marganell.svg;
Marganell;Bages
Modifica les dades a Wikidata;
Escut de Martorell.svg;
Martorell;Baix Llobregat
Modifica les dades a Wikidata;
Escut de Martorelles.svg;
Martorelles;Vallès Oriental
Modifica les dades a Wikidata;
Escut de Masquefa.svg;
Masquefa;Anoia
Modifica les dades a Wikidata;
Escut de Matadepera.svg;
Matadepera;Vallès Occidental
Modifica les dades a Wikidata;
Escut de Mataró.svg;
Mataró;Maresme
Modifica les dades a Wikidata;
Escut de Mediona.svg;
Mediona;Alt Penedès
Modifica les dades a Wikidata;
Escut de Moià.svg;
Moià;Moianès
Modifica les dades a Wikidata;
Escut de Molins de Rei.svg;
Molins de Rei;Baix Llobregat
Modifica les dades a Wikidata;
Escut de Mollet del Vallès.svg;
Mollet del Vallès;Vallès Oriental
Modifica les dades a Wikidata;
Escut de Monistrol de Calders.svg;
Monistrol de Calders;Moianès
Modifica les dades a Wikidata;
Escut de Monistrol de Montserrat.svg;
Monistrol de Montserrat;Bages
Modifica les dades a Wikidata;
Escut de Montcada i Reixac.svg;
Montcada i Reixac;Vallès Occidental
Modifica les dades a Wikidata;
Escut de Montclar.svg;
Montclar;Berguedà
Modifica les dades a Wikidata;
Escut de Montesquiu.svg;
Montesquiu;Osona
Modifica les dades a Wikidata;
Escut de Montgat.svg;
Montgat;Maresme
Modifica les dades a Wikidata;
Escut de Montmajor.svg;
Montmajor;Berguedà
Modifica les dades a Wikidata;
Escut de Montmaneu.svg;
Montmaneu;Anoia
Modifica les dades a Wikidata;
Escut de Montmeló.svg;
Montmeló;Vallès Oriental
Modifica les dades a Wikidata;
Escut de Montornès del Vallès.svg;
Montornès del Vallès;Vallès Oriental
Modifica les dades a Wikidata;
Escut de Montseny.svg;
Montseny;Vallès Oriental
Modifica les dades a Wikidata;
Escut oficial de Muntanyola.svg;
Muntanyola;Osona
Modifica les dades a Wikidata;
Escut de Mura oficial 2019.svg;
Mura;Bages
Modifica les dades a Wikidata;
Navarcles;Bages
Modifica les dades a Wikidata;
Escut de Navàs.svg;
Navars;Bages
Modifica les dades a Wikidata;
Escut d'Òdena.svg;
Òdena;Anoia
Modifica les dades a Wikidata;
Escut d'Olèrdola.svg;
Olèrdola;Alt Penedès
Modifica les dades a Wikidata;
Escut d'Olesa de Bonesvalls.svg;
Olesa de Bonesvalls;Alt Penedès
Modifica les dades a Wikidata;
Escut d'Olesa de Montserrat.svg;
Olesa de Montserrat;Baix Llobregat
Modifica les dades a Wikidata;
Escut d'Olivella.svg;
Olivella;Garraf
Modifica les dades a Wikidata;
Escut d'Olost.svg;
Olost;Osona
Modifica les dades a Wikidata;
Escudo de Olván (Barcelona) 2.svg;
Olvan;Berguedà
Modifica les dades a Wikidata;
Escut d'Orís.svg;
Orís;Osona
Modifica les dades a Wikidata;
Escut d'Oristà.svg;
Oristà;Osona
Modifica les dades a Wikidata;
Escut d'Orpí.svg;
Orpí;Anoia
Modifica les dades a Wikidata;
Escut d'Òrrius.svg;
Òrrius;Maresme
Modifica les dades a Wikidata;
Escut de Pacs del Penedès.svg;
